Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,1618 : Aron,Terminal :,6 : POS6                          ,Receipt Number :,67979,Invoice Number :,RS106067979,Start :,01/01/2016 09:01:08 AM,End : ,01/01/2016 09:01:14 AM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
074483901345,WILCOX EGGS JUMBO BR,1.000,$4.29,$4.29,,,,,,,,,
,Cash,,,$5.00,,,,,,,,,
,SUBTOTAL,,,$4.29,,,,,,,,,
,TOTAL,,,$4.29,,,,,,,,,
,TOTAL TENDERED,,,$5.00,,,,,,,,,
,Change,,,$.71,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,1618 : Aron,Terminal :,6 : POS6                          ,Receipt Number :,67980,Invoice Number :,RS106067980,Start :,01/01/2016 09:10:11 AM,End : ,01/01/2016 09:11:19 AM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
02874,FA BROCCOLI CASHEW S,.491,$8.99,$4.41,,,,,,,,,
096636281012,HT VEG CHKN SANDWICH,1.000,$6.69,$6.69,,,,,,,,,
,Debit Card,,,$11.10,,,,,,,,,
,SUBTOTAL,,,$11.10,,,,,,,,,
,TOTAL,,,$11.10,,,,,,,,,
,TOTAL TENDERED,,,$11.10,,,,,,,,,
,Change,,,$.00,,,,,,,,,
,Account #: XXXXXXXXXXXX0851,,,,,,,,,,,,
,Exp Date : 0818,,,,,,,,,,,,
,Amount: 11.10,,,,,,,,,,,,
,Date: 1/1/16 9:11:19 AM PST,,,,,,,,,,,,
,Reference #: 0016,,,,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,1618 : Aron,Terminal :,6 : POS6                          ,Receipt Number :,67981,Invoice Number :,RS106067981,Start :,01/01/2016 09:12:07 AM,End : ,01/01/2016 09:12:16 AM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
742535021005,EARTH WATER 1L,1.000,$1.29,$1.29,,,,,,,,,
48,5¢ BOTTLE DEPOSIT GROCERY,1.000,$.05,$.05,,,,,,,,,
,Cash,,,$2.00,,,,,,,,,
,SUBTOTAL,,,$1.34,,,,,,,,,
,TOTAL,,,$1.34,,,,,,,,,
,TOTAL TENDERED,,,$2.00,,,,,,,,,
,Change,,,$.66,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,1618 : Aron,Terminal :,6 : POS6                          ,Receipt Number :,67982,Invoice Number :,RS106067982,Start :,01/01/2016 09:16:30 AM,End : ,01/01/2016 09:16:51 AM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
697,BREAKFAST BAR,.480,$8.99,$4.32,,,,,,,,,
,DISC STAFF 15%,,,($.65),,,,,,,,,
,Cash,,,$4.00,,,,,,,,,
,SUBTOTAL,,,$3.67,,,,,,,,,
,TOTAL,,,$3.67,,,,,,,,,
,TOTAL TENDERED,,,$4.00,,,,,,,,,
,Change,,,$.33,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2079 : Holly,Terminal :,4 : POS4                          ,Receipt Number :,59235,Invoice Number :,RS104059235,Start :,01/01/2016 09:19:43 AM,End : ,01/01/2016 09:19:51 AM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
765171123483,VOLPI SALAMI PINOT GRIGIO WINE 8,1.000,$6.59,$6.59,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2079 : Holly,Terminal :,4 : POS4                          ,Receipt Number :,59235,Invoice Number :,RS104059235,Start :,01/01/2016 09:19:43 AM,End : ,01/01/2016 09:19:51 AM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
,All Void,,,,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,1618 : Aron,Terminal :,6 : POS6                          ,Receipt Number :,67983,Invoice Number :,RS106067983,Start :,01/01/2016 09:19:25 AM,End : ,01/01/2016 09:20:06 AM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
657227000506,ESS BOTTLED WATER,1.000,$1.50,$1.50,,,,,,,,,
48,5¢ BOTTLE DEPOSIT GROCERY,1.000,$.05,$.05,,,,,,,,,
,DISC STAFF 15%,,,($.23),,,,,,,,,
,Cash,,,$1.32,,,,,,,,,
,SUBTOTAL,,,$1.32,,,,,,,,,
,TOTAL,,,$1.32,,,,,,,,,
,TOTAL TENDERED,,,$1.32,,,,,,,,,
,Change,,,$.00,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,1618 : Aron,Terminal :,6 : POS6                          ,Receipt Number :,67984,Invoice Number :,RS106067984,Start :,01/01/2016 09:20:46 AM,End : ,01/01/2016 09:21:30 AM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
94048,LIME,.170,$2.99,$.51,,,,,,,,,
94958,LEMON,.280,$2.99,$.84,,,,,,,,,
94693,PEPPER JALAPENO,.040,$6.99,$.28,,,,,,,,,
093966510621,OVAL HVY WHIP 16OZ,1.000,$3.59,$3.59,,,,,,,,,
093966510522,OVAL HALF&HALF PINT,1.000,$1.99,$1.99,,,,,,,,,
020188060139,TOFUTTI SOUR CRM NON,1.000,$2.69,$2.69,,,,,,,,,
043192405109,NANCY OG SOUR CREAM,1.000,$2.19,$2.19,,,,,,,,,
94088,PEPPER BELL RED,.770,$2.99,$2.30,,,,,,,,,
,Cash,,,$20.00,,,,,,,,,
,SUBTOTAL,,,$14.39,,,,,,,,,
,TOTAL,,,$14.39,,,,,,,,,
,TOTAL TENDERED,,,$20.00,,,,,,,,,
,Change,,,$5.61,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,1618 : Aron,Terminal :,6 : POS6                          ,Receipt Number :,67985,Invoice Number :,RS106067985,Start :,01/01/2016 09:24:06 AM,End : ,01/01/2016 09:25:20 AM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,1618 : Aron,Terminal :,6 : POS6                          ,Receipt Number :,67985,Invoice Number :,RS106067985,Start :,01/01/2016 09:24:06 AM,End : ,01/01/2016 09:25:20 AM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
697,BREAKFAST BAR,.370,$8.99,$3.33,,,,,,,,,
697,BREAKFAST BAR,.440,$8.99,$3.96,,,,,,,,,
697,BREAKFAST BAR,.320,$8.99,$2.88,,,,,,,,,
,Credit Card,,,$10.17,,,,,,,,,
,SUBTOTAL,,,$10.17,,,,,,,,,
,TOTAL,,,$10.17,,,,,,,,,
,TOTAL TENDERED,,,$10.17,,,,,,,,,
,Change,,,$.00,,,,,,,,,
,Amount: 10.17,,,,,,,,,,,,
,Approval #: 072512,,,,,,,,,,,,
,Date: 1/1/16 9:25:20 AM PST,,,,,,,,,,,,
,Reference #: 0017,,,,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,1618 : Aron,Terminal :,6 : POS6                          ,Receipt Number :,67986,Invoice Number :,RS106067986,Start :,01/01/2016 09:25:50 AM,End : ,01/01/2016 09:26:06 AM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
94643,SALAD MIX 5OZ LOCAL,1.000,$3.99,$3.99,,,,,,,,,
94225,AVOCADO HASS,1.000,$2.00,$2.00,,,,,,,,,
94664,TOMATO,.240,$3.99,$.96,,,,,,,,,
,Cash,,,$7.00,,,,,,,,,
,SUBTOTAL,,,$6.95,,,,,,,,,
,TOTAL,,,$6.95,,,,,,,,,
,TOTAL TENDERED,,,$7.00,,,,,,,,,
,Change,,,$.05,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,1618 : Aron,Terminal :,6 : POS6                          ,Receipt Number :,67987,Invoice Number :,RS106067987,Start :,01/01/2016 09:27:13 AM,End : ,01/01/2016 09:28:30 AM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
180626000841,STUMP COFFEE CHOC MI,1.000,$3.89,$3.89,,,,,,,,,
180626000841,STUMP COFFEE CHOC MI,1.000,$3.89,$3.89,,,,,,,,,
180626000841,STUMP COFFEE CHOC MI,1.000,$3.89,$3.89,,,,,,,,,
360,FA FRESH MUFFIN,3.000,$2.25,$6.75,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,1618 : Aron,Terminal :,6 : POS6                          ,Receipt Number :,67987,Invoice Number :,RS106067987,Start :,01/01/2016 09:27:13 AM,End : ,01/01/2016 09:28:30 AM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
01031,FA STICKY BUN PUMPKI,1.000,$3.49,$3.49,,,,,,,,,
,Debit Card,,,$21.91,,,,,,,,,
,SUBTOTAL,,,$21.91,,,,,,,,,
,TOTAL,,,$21.91,,,,,,,,,
,TOTAL TENDERED,,,$21.91,,,,,,,,,
,Change,,,$.00,,,,,,,,,
,Amount: 21.91,,,,,,,,,,,,
,Date: 1/1/16 9:28:30 AM PST,,,,,,,,,,,,
,Reference #: 0018,,,,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,1618 : Aron,Terminal :,6 : POS6                          ,Receipt Number :,67988,Invoice Number :,RS106067988,Start :,01/01/2016 09:33:47 AM,End : ,01/01/2016 09:34:16 AM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
105,COFFEE 16 OZ,1.000,$1.75,$1.75,,,,,,,,,
307,FA COOKIE,1.000,$1.50,$1.50,,,,,,,,,
,DISC STAFF 15%,,,($.27),,,,,,,,,
,DISC STAFF 15%,,,($.23),,,,,,,,,
,Cash,,,$5.00,,,,,,,,,
,SUBTOTAL,,,$2.75,,,,,,,,,
,TOTAL,,,$2.75,,,,,,,,,
,TOTAL TENDERED,,,$5.00,,,,,,,,,
,Change,,,$2.25,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,1618 : Aron,Terminal :,6 : POS6                          ,Receipt Number :,67989,Invoice Number :,RS106067989,Start :,01/01/2016 09:34:44 AM,End : ,01/01/2016 09:35:26 AM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
697,BREAKFAST BAR,.230,$8.99,$2.07,,,,,,,,,
668,FA BRKFST WRAP,1.000,$2.99,$2.99,,,,,,,,,
697,BREAKFAST BAR,.880,$8.99,$7.91,,,,,,,,,
666,FA OATMEAL,1.000,$1.59,$1.59,,,,,,,,,
102,COFFEE 12 OZ,1.000,$1.50,$1.50,,,,,,,,,
,Cash,,,$17.00,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,1618 : Aron,Terminal :,6 : POS6                          ,Receipt Number :,67989,Invoice Number :,RS106067989,Start :,01/01/2016 09:34:44 AM,End : ,01/01/2016 09:35:26 AM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
,SUBTOTAL,,,$16.06,,,,,,,,,
,TOTAL,,,$16.06,,,,,,,,,
,TOTAL TENDERED,,,$17.00,,,,,,,,,
,Change,,,$.94,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,1618 : Aron,Terminal :,6 : POS6                          ,Receipt Number :,67990,Invoice Number :,RS106067990,Start :,01/01/2016 09:35:49 AM,End : ,01/01/2016 09:36:04 AM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
668,FA BRKFST WRAP,1.000,$2.99,$2.99,,,,,,,,,
632432757773,GUAY ENLIGHTEN MINT,1.000,$1.99,$1.99,,,,,,,,,
,DISC STAFF 15%,,,($.45),,,,,,,,,
,DISC STAFF 15%,,,($.30),,,,,,,,,
,Cash,,,$10.00,,,,,,,,,
,SUBTOTAL,,,$4.23,,,,,,,,,
,TOTAL,,,$4.23,,,,,,,,,
,TOTAL TENDERED,,,$10.00,,,,,,,,,
,Change,,,$5.77,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,1618 : Aron,Terminal :,6 : POS6                          ,Receipt Number :,67991,Invoice Number :,RS106067991,Start :,01/01/2016 09:36:19 AM,End : ,01/01/2016 09:36:45 AM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
180626000377,ST COLD BREW COFFEE,1.000,$3.29,$3.29,,,,,,,,,
,DISC STAFF 15%,,,($.50),,,,,,,,,
,Debit Card,,,$2.79,,,,,,,,,
,SUBTOTAL,,,$2.79,,,,,,,,,
,TOTAL,,,$2.79,,,,,,,,,
,TOTAL TENDERED,,,$2.79,,,,,,,,,
,Change,,,$.00,,,,,,,,,
,Amount: 2.79,,,,,,,,,,,,
,Date: 1/1/16 9:36:45 AM PST,,,,,,,,,,,,
,Reference #: 0019,,,,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,1618 : Aron,Terminal :,6 : POS6                          ,Receipt Number :,67992,Invoice Number :,RS106067992,Start :,01/01/2016 09:37:03 AM,End : ,01/01/2016 09:37:14 AM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
104,COFFEE OWN CUP/REFILL,1.000,$1.00,$1.00,,,,,,,,,
,Cash,,,$20.00,,,,,,,,,
,SUBTOTAL,,,$1.00,,,,,,,,,
,TOTAL,,,$1.00,,,,,,,,,
,TOTAL TENDERED,,,$20.00,,,,,,,,,
,Change,,,$19.00,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,1618 : Aron,Terminal :,6 : POS6                          ,Receipt Number :,67993,Invoice Number :,RS106067993,Start :,01/01/2016 09:37:46 AM,End : ,01/01/2016 09:37:59 AM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
018673660315,LOCH ICE CRM PEACHES,1.000,$5.99,$5.99,,,,,,,,,
018673550135,LOCH 2% MILK GALLON,1.000,$3.29,$3.29,,,,,,,,,
018673550753,LOCH HALF & HALF,1.000,$1.39,$1.39,,,,,,,,,
,Cash,,,$20.00,,,,,,,,,
,SUBTOTAL,,,$10.67,,,,,,,,,
,TOTAL,,,$10.67,,,,,,,,,
,TOTAL TENDERED,,,$20.00,,,,,,,,,
,Change,,,$9.33,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,1618 : Aron,Terminal :,6 : POS6                          ,Receipt Number :,67994,Invoice Number :,RS106067994,Start :,01/01/2016 09:38:25 AM,End : ,01/01/2016 09:38:44 AM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
668,FA BRKFST WRAP,1.000,$2.99,$2.99,,,,,,,,,
,DISC STAFF 15%,,,($.45),,,,,,,,,
,Cash,,,$3.04,,,,,,,,,
,SUBTOTAL,,,$2.54,,,,,,,,,
,TOTAL,,,$2.54,,,,,,,,,
,TOTAL TENDERED,,,$3.04,,,,,,,,,
,Change,,,$.50,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2138 : Mark,Terminal :,5 : POS5                          ,Receipt Number :,64813,Invoice Number :,RS105064813,Start :,01/01/2016 09:43:06 AM,End : ,01/01/2016 09:43:29 AM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
94562,CARROT,.310,$1.99,$.62,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2138 : Mark,Terminal :,5 : POS5                          ,Receipt Number :,64813,Invoice Number :,RS105064813,Start :,01/01/2016 09:43:06 AM,End : ,01/01/2016 09:43:29 AM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
,DISC STAFF 15%,,,($.10),,,,,,,,,
,Cash,,,$.52,,,,,,,,,
,SUBTOTAL,,,$.52,,,,,,,,,
,TOTAL,,,$.52,,,,,,,,,
,TOTAL TENDERED,,,$.52,,,,,,,,,
,Change,,,$.00,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,1618 : Aron,Terminal :,6 : POS6                          ,Receipt Number :,67995,Invoice Number :,RS106067995,Start :,01/01/2016 09:43:31 AM,End : ,01/01/2016 09:43:31 AM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
,No Sale,,,,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2138 : Mark,Terminal :,5 : POS5                          ,Receipt Number :,64814,Invoice Number :,RS105064814,Start :,01/01/2016 09:49:50 AM,End : ,01/01/2016 09:50:33 AM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
93029,MANDARIN SATSUMA,.960,$2.99,$2.87,,,,,,,,,
668,FA BRKFST WRAP,1.000,$2.99,$2.99,,,,,,,,,
370,FA FRESH SCONE,1.000,$2.25,$2.25,,,,,,,,,
071896490107,MAG ADBUSTERS,1.000,$12.95,$12.95,,,,,,,,,
,Debit Card,,,$21.06,,,,,,,,,
,SUBTOTAL,,,$21.06,,,,,,,,,
,TOTAL,,,$21.06,,,,,,,,,
,TOTAL TENDERED,,,$21.06,,,,,,,,,
,Change,,,$.00,,,,,,,,,
,Amount: 21.06,,,,,,,,,,,,
,Date: 1/1/16 9:50:33 AM PST,,,,,,,,,,,,
,Reference #: 0020,,,,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,1618 : Aron,Terminal :,6 : POS6                          ,Receipt Number :,67996,Invoice Number :,RS106067996,Start :,01/01/2016 09:49:00 AM,End : ,01/01/2016 09:50:46 AM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
014054031026,ODWAL RED RHAPSODY,1.000,$2.29,$2.29,,,,,,,,,
845901000076,EK PEACH BANANA,1.000,$1.69,$1.69,,,,,,,,,
845901000076,EK PEACH BANANA,1.000,$1.69,$1.69,,,,,,,,,
845901000038,EK BROCCOLI PEAR PEA,1.000,$1.69,$1.69,,,,,,,,,
545901000075,Mfr. Coupon 045901-000000,,,($1.50),,,,,,,,,
01207,ANGELINE SCONE MARIO,1.000,$2.29,$2.29,,,,,,,,,
2506,BANANA CHIPS,.450,$3.69,$1.66,,,,,,,,,
819573011739,HT OG FIBER & PROTEIN PEAR BLUE,1.000,$1.59,$1.59,,,,,,,,,
819573011715,HT OG FIBER & PROTEIN PEAR RASP,1.000,$1.59,$1.59,,,,,,,,,
819573011722,HT OG FIBER & PROTEIN APPLE PEAC,1.000,$1.59,$1.59,,,,,,,,,
819573010695,HB OG SPINACH APPLES & KALE 4 OZ,1.000,$1.49,$1.49,,,,,,,,,
819573011708,HT OG FIBER & PROTEIN PEAR KIWI,1.000,$1.59,$1.59,,,,,,,,,
852697001279,HT BABY FOOD GREEN B,1.000,$1.69,$1.69,,,,,,,,,
,Mfr. Coupon 081957301-111208,,,($1.00),,,,,,,,,
,Gift Card,,,$18.35,,,,,,,,,
,SUBTOTAL,,,$18.35,,,,,,,,,
,TOTAL,,,$18.35,,,,,,,,,
,TOTAL TENDERED,,,$18.35,,,,,,,,,
,Change,,,$.00,,,,,,,,,
,Approval #: 374253,,,,,,,,,,,,
,Date: 1/1/16 9:50:46 AM PST,,,,,,,,,,,,
,Reference #: 374253,,,,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2065 : zzJean,Terminal :,1 : POS1                          ,Receipt Number :,64826,Invoice Number :,RS101064826,Start :,01/01/2016 09:51:31 AM,End : ,01/01/2016 09:51:31 AM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
,No Sale,,,,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,1618 : Aron,Terminal :,6 : POS6                          ,Receipt Number :,67997,Invoice Number :,RS106067997,Start :,01/01/2016 09:50:58 AM,End : ,01/01/2016 09:51:52 AM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
819573011654,HB OG APPLE RASP KALE AMARANTH 3,1.000,$1.49,$1.49,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,1618 : Aron,Terminal :,6 : POS6                          ,Receipt Number :,67997,Invoice Number :,RS106067997,Start :,01/01/2016 09:50:58 AM,End : ,01/01/2016 09:51:52 AM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
819573011722,HT OG FIBER & PROTEIN APPLE PEAC,1.000,$1.59,$1.59,,,,,,,,,
819573011739,HT OG FIBER & PROTEIN PEAR BLUE,1.000,$1.59,$1.59,,,,,,,,,
,Mfr. Coupon 081957301-111208,,,($1.00),,,,,,,,,
,Gift Card,,,$1.65,,,,,,,,,
,Cash,,,$5.02,,,,,,,,,
,SUBTOTAL,,,$3.67,,,,,,,,,
,TOTAL,,,$3.67,,,,,,,,,
,TOTAL TENDERED,,,$6.67,,,,,,,,,
,Change,,,$3.00,,,,,,,,,
,Approval #: 374357,,,,,,,,,,,,
,Date: 1/1/16 9:51:44 AM PST,,,,,,,,,,,,
,Reference #: 374357,,,,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,1618 : Aron,Terminal :,6 : POS6                          ,Receipt Number :,67998,Invoice Number :,RS106067998,Start :,01/01/2016 09:52:12 AM,End : ,01/01/2016 09:54:01 AM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
00394,FA PUMPKIN PIE SLICE,1.000,$3.49,$3.49,,,,,,,,,
813551002122,KOYO RAMEN LEMONGRAS,3.000,$.80,$2.40,,,,,,,,,
03259,FA CRISPY TOFU NUGGETS,.250,$9.99,$2.50,,,,,,,,,
94286,GRAPEFRUIT RIO,.970,$1.49,$1.45,,,,,,,,,
94414,PEAR COMICE,.800,$2.69,$2.15,,,,,,,,,
94543,ENDIVE BELGIAN,.430,$7.99,$3.44,,,,,,,,,
699,FA SALAD BAR,.410,$8.99,$3.69,,,,,,,,,
94587,CHARD,1.000,$1.99,$1.99,,,,,,,,,
94550,BRUSSELS SPROUT,.340,$7.99,$2.72,,,,,,,,,
94749,SPINACH LOOSE,.260,$8.99,$2.34,,,,,,,,,
,Debit Card,,,$26.17,,,,,,,,,
,SUBTOTAL,,,$26.17,,,,,,,,,
,TOTAL,,,$26.17,,,,,,,,,
,TOTAL TENDERED,,,$26.17,,,,,,,,,
,Change,,,$.00,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,1618 : Aron,Terminal :,6 : POS6                          ,Receipt Number :,67998,Invoice Number :,RS106067998,Start :,01/01/2016 09:52:12 AM,End : ,01/01/2016 09:54:01 AM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
,Amount: 26.17,,,,,,,,,,,,
,Date: 1/1/16 9:54:01 AM PST,,,,,,,,,,,,
,Reference #: 0021,,,,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,1618 : Aron,Terminal :,6 : POS6                          ,Receipt Number :,67999,Invoice Number :,RS106067999,Start :,01/01/2016 09:54:22 AM,End : ,01/01/2016 09:54:49 AM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
104,COFFEE OWN CUP/REFILL,1.000,$1.00,$1.00,,,,,,,,,
104,COFFEE OWN CUP/REFILL,1.000,$1.00,$1.00,,,,,,,,,
,Cash,,,$20.00,,,,,,,,,
,SUBTOTAL,,,$2.00,,,,,,,,,
,TOTAL,,,$2.00,,,,,,,,,
,TOTAL TENDERED,,,$20.00,,,,,,,,,
,Change,,,$18.00,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2065 : zzJean,Terminal :,1 : POS1                          ,Receipt Number :,64827,Invoice Number :,RS101064827,Start :,01/01/2016 09:55:25 AM,End : ,01/01/2016 09:55:25 AM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
,No Sale,,,,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2138 : Mark,Terminal :,5 : POS5                          ,Receipt Number :,64815,Invoice Number :,RS105064815,Start :,01/01/2016 09:55:55 AM,End : ,01/01/2016 09:56:30 AM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
03203,FA PISCES TUNA SANDW,1.000,$5.99,$5.99,,,,,,,,,
014054031026,ODWAL RED RHAPSODY,1.000,$2.29,$2.29,,,,,,,,,
94131,APPLE FUJI,.660,$1.19,$.79,,,,,,,,,
,Debit Card,,,$9.07,,,,,,,,,
,SUBTOTAL,,,$9.07,,,,,,,,,
,TOTAL,,,$9.07,,,,,,,,,
,TOTAL TENDERED,,,$9.07,,,,,,,,,
,Change,,,$.00,,,,,,,,,
,Account #: XXXXXXXXXXXX0542,,,,,,,,,,,,
,Exp Date : 0417,,,,,,,,,,,,
,Amount: 9.07,,,,,,,,,,,,
,Date: 1/1/16 9:56:30 AM PST,,,,,,,,,,,,
,Reference #: 0022,,,,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2138 : Mark,Terminal :,5 : POS5                          ,Receipt Number :,64816,Invoice Number :,RS105064816,Start :,01/01/2016 09:56:56 AM,End : ,01/01/2016 09:57:46 AM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
073416035317,LUND PICO RICE CHIPS,1.000,$3.39,$3.39,,,,,,,,,
018673550043,LOCH WHOLE MILK QUAR,1.000,$1.39,$1.39,,,,,,,,,
038101003873,BUSSETO SALAMI PEPPE,1.000,$3.99,$3.99,,,,,,,,,
780066991381,ALP BATARD,1.000,$3.89,$3.89,,,,,,,,,
015839000039,GOE REDHOT BLUES,1.000,$3.69,$3.69,,,,,,,,,
05006,FA TURKEY RST SLICED,.630,$10.99,$6.92,,,,,,,,,
05003,NIMAN RANCH BEEF PASTRAM,.405,$13.99,$5.67,,,,,,,,,
3421,BIOPAC DISH LIQUID,.700,$2.19,$1.53,,,,,,,,,
,Debit Card,,,$30.47,,,,,,,,,
,SUBTOTAL,,,$30.47,,,,,,,,,
,TOTAL,,,$30.47,,,,,,,,,
,TOTAL TENDERED,,,$30.47,,,,,,,,,
,Change,,,$.00,,,,,,,,,
,Date: 1/1/16 9:57:46 AM PST,,,,,,,,,,,,
,Reference #: 0023,,,,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2138 : Mark,Terminal :,5 : POS5                          ,Receipt Number :,64817,Invoice Number :,RS105064817,Start :,01/01/2016 09:58:26 AM,End : ,01/01/2016 09:58:59 AM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
668,FA BRKFST WRAP,1.000,$2.99,$2.99,,,,,,,,,
104,COFFEE OWN CUP/REFILL,1.000,$1.00,$1.00,,,,,,,,,
,DISC STAFF 15%,,,($.45),,,,,,,,,
,DISC STAFF 15%,,,($.15),,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2138 : Mark,Terminal :,5 : POS5                          ,Receipt Number :,64817,Invoice Number :,RS105064817,Start :,01/01/2016 09:58:26 AM,End : ,01/01/2016 09:58:59 AM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
,House Charge,,,$3.39,,,,,,,,,
,SUBTOTAL,,,$3.39,,,,,,,,,
,TOTAL,,,$3.39,,,,,,,,,
,TOTAL TENDERED,,,$3.39,,,,,,,,,
,Change,,,$.00,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,1618 : Aron,Terminal :,6 : POS6                          ,Receipt Number :,68000,Invoice Number :,RS106068000,Start :,01/01/2016 09:59:08 AM,End : ,01/01/2016 09:59:31 AM
